BAB;K_NR1;K_TYP1;VON;K_NR2;K_TYP2;NACH;KM;STATUS
555;5a  ;AS  ;Wesseling                                         ;5b  ;AS  ;Bornheim (Rhld.)                                  ; 5,7;11
555;5b  ;AS  ;Bornheim (Rhld.)                                  ;6   ;AK  ;Bonn-Nord, Kreuz                                  ; 3,7;11
555;6   ;AK  ;Bonn-Nord, Kreuz                                  ;7   ;AN  ;Bonn (Verteilerkreis)                             ; 0,4;11
559;-   ;AN  ;Köln-Deutz                                        ;-   ;AS  ;Köln-Severinsbrücke                               ; 0,0;11
559;-   ;AS  ;Köln-Severinsbrücke                               ;-   ;AS  ;Köln-Am Grauen Stein                              ; 0,0;11
559;-   ;AS  ;Köln-Am Grauen Stein                              ;-   ;AS  ;Köln-Kalk                                         ; 0,0;11
559;-   ;AS  ;Köln-Kalk                                         ;-   ;AS  ;Köln-Vingst                                       ; 0,0;11
559;-   ;AS  ;Köln-Vingst                                       ;-   ;AK  ;Gremberg, Kreuz                                   ; 0,4;11
559;-   ;AK  ;Gremberg, Kreuz                                   ;-   ;AS  ;Gremberghoven                                     ; 2,7;11
559;-   ;AS  ;Gremberghoven                                     ;-   ;AD  ;Porz, Dreieck                                     ; 0,8;11
560;1   ;AD  ;Sankt Augustin-West, Dreieck                      ;2   ;AS  ;Sankt Augustin                                    ; 2,0;11
560;2   ;AS  ;Sankt Augustin                                    ;3   ;AS  ;Siegburg                                          ; 2,0;11
560;3   ;AS  ;Siegburg                                          ;4   ;AS  ;Niederpleis                                       ; 2,3;11
560;4   ;AS  ;Niederpleis                                       ;5   ;AK  ;Bonn/Siegburg, Kreuz                              ; 1,0;11
560;5   ;AK  ;Bonn/Siegburg, Kreuz                              ;6   ;AS  ;Hennef (Sieg)-West                                ; 2,1;11
560;6   ;AS  ;Hennef (Sieg)-West                                ;7   ;AS  ;Hennef (Sieg)-Ost                                 ; 2,8;11
560;7   ;AS  ;Hennef (Sieg)-Ost                                 ;-   ;AN  ;Hennef (Sieg)-Ost (Übergang A 560/B 8)            ; 1,0;11
562;1   ;AS  ;Bonn-Bad Godesberg                                ;2   ;AS  ;Bonn-Rheinaue                                     ; 0,7;11
562;2   ;AS  ;Bonn-Rheinaue                                     ;3   ;AS  ;Bonn-Beuel-Süd                                    ; 1,3;11
562;3   ;AS  ;Bonn-Beuel-Süd                                    ;4   ;AK  ;Bonn-Ost, Kreuz                                   ; 1,2;11
565;1   ;AD  ;Beuel, Dreieck                                    ;2   ;AS  ;Bonn-Beuel-Nord                                   ; 1,5;11
565;2   ;AS  ;Bonn-Beuel-Nord                                   ;3   ;AS  ;Bonn-Auerberg                                     ; 2,0;11
565;3   ;AS  ;Bonn-Auerberg                                     ;4   ;AK  ;Bonn-Nord, Kreuz                                  ; 1,3;11
565;4   ;AK  ;Bonn-Nord, Kreuz                                  ;5   ;AS  ;Bonn-Tannenbusch                                  ; 0,5;11
565;5   ;AS  ;Bonn-Tannenbusch                                  ;6   ;AS  ;Bonn-Endenich                                     ; 1,5;11
565;6   ;AS  ;Bonn-Endenich                                     ;7   ;AS  ;Bonn-Poppelsdorf                                  ; 0,7;11
565;7   ;AS  ;Bonn-Poppelsdorf                                  ;8   ;AS  ;Bonn-Lengsdorf                                    ; 1,5;11
565;8   ;AS  ;Bonn-Lengsdorf                                    ;9   ;AS  ;Bonn-Hardtberg                                    ; 1,5;11
565;9   ;AS  ;Bonn-Hardtberg                                    ;10  ;AS  ;Meckenheim-Nord                                   ; 6,7;11
565;10  ;AS  ;Meckenheim-Nord                                   ;11  ;AS  ;Meckenheim-Merl                                   ; 2,2;11
565;11  ;AS  ;Meckenheim-Merl                                   ;12  ;AK  ;Meckenheim, Kreuz                                 ; 5,2;11
565;12  ;AK  ;Meckenheim, Kreuz                                 ;13  ;AS  ;Grafschaft                                        ; 0,9;11
565;13  ;AS  ;Grafschaft                                        ;-   ;AN  ;Grafschaft (Übergang A 565/B 257)                 ; 0,2;11
571;-   ;AN  ;Ehlingen (Übergang A 571/B 266)                   ;-   ;AS  ;Ehlingen                                          ; 0,9;11
571;-   ;AS  ;Ehlingen                                          ;-   ;AS  ;Löhndorf                                          ; 1,1;11
571;-   ;AS  ;Löhndorf                                          ;-   ;AD  ;Sinzig, Dreieck                                   ; 1,1;11
573;-   ;AD  ;Bad Neuenahr-Ahrweiler/AS Grafschaft, Dreieck     ;-   ;AS  ;Bad Neuenahr                                      ; 3,0;11
573;-   ;AS  ;Bad Neuenahr                                      ;-   ;AN  ;Bad Neuenahr (Übergang A 573/B 266n)              ; 0,4;11
602;-   ;AN  ;Trier-Verteilerkreis (Übergang A 602/B 49)        ;-   ;AS  ;Trier-Verteilerkreis                              ; 0,2;11
602;-   ;AS  ;Trier-Verteilerkreis                              ;-   ;AS  ;Trier-Ehrang                                      ; 5,1;11
602;-   ;AS  ;Trier-Ehrang                                      ;-   ;AS  ;Kenn                                              ; 1,6;11
602;-   ;AS  ;Kenn                                              ;-   ;AS  ;Schweich (A602)                                   ; 1,6;11
602;-   ;AD  ;Moseltal, Dreieck                                 ;-   ;AS  ;Kenn                                              ; 2,6;rr
602;-   ;AS  ;Schweich (A602)                                   ;-   ;AD  ;Moseltal, Dreieck                                 ; 1,0;11
620;1   ;AD  ;Saarlouis, Dreieck                                ;2   ;AS  ;Wallerfangen                                      ; 1,6;11
620;2   ;AS  ;Wallerfangen                                      ;3   ;AS  ;Saarlouis-Mitte                                   ; 2,0;11
620;3   ;AS  ;Saarlouis-Mitte                                   ;4   ;AS  ;Saarlouis-Lisdorf                                 ; 2,4;11
620;4   ;AS  ;Saarlouis-Lisdorf                                 ;5   ;AS  ;Wadgassen                                         ; 2,7;11
620;5   ;AS  ;Wadgassen                                         ;7   ;AS  ;Völklingen-Wehrden                                ; 4,8;11
620;7   ;AS  ;Völklingen-Wehrden                                ;8   ;AS  ;Völklingen-Geislautern                            ; 1,9;11
620;8   ;AS  ;Völklingen-Geislautern                            ;9   ;AS  ;Völklingen                                        ; 1,2;11
620;9   ;AS  ;Völklingen                                        ;10  ;AS  ;Völklingen-Ost                                    ; 0,6;11
620;10  ;AS  ;Völklingen-Ost                                    ;11  ;AS  ;Saarbrücken-Klarenthal                            ; 3,5;11
620;11  ;AS  ;Saarbrücken-Klarenthal                            ;12  ;AS  ;Saarbrücken-Gersweiler                            ; 2,4;11
620;12  ;AS  ;Saarbrücken-Gersweiler                            ;13  ;AS  ;Saarbrücken-Messegelände                          ; 1,5;11
620;14  ;AS  ;Saarbrücken-Malstatter Brücke                     ;12  ;AS  ;Saarbrücken-Gersweiler                            ; 2,3;rr
620;13  ;AS  ;Saarbrücken-Messegelände                          ;14  ;AS  ;Saarbrücken-Malstatter Brücke                     ; 0,8;11
620;14  ;AS  ;Saarbrücken-Malstatter Brücke                     ;15  ;AS  ;Saarbrücken-Westspangenbrücke                     ; 0,8;11
620;15  ;AS  ;Saarbrücken-Westspangenbrücke                     ;16  ;AS  ;Saarbrücken-Luisenbrücke                          ; 0,5;11
620;17  ;AS  ;Saarbrücken-Wilhelm-Heinrich-Brücke               ;15  ;AS  ;Saarbrücken-Westspangenbrücke                     ; 0,8;rr
620;16  ;AS  ;Saarbrücken-Luisenbrücke                          ;17  ;AS  ;Saarbrücken-Wilhelm-Heinrich-Brücke               ; 0,3;11
620;17  ;AS  ;Saarbrücken-Wilhelm-Heinrich-Brücke               ;18  ;AS  ;Saarbrücken-Bismarckbrücke                        ; 1,0;11
620;18  ;AS  ;Saarbrücken-Bismarckbrücke                        ;19  ;AS  ;Saarbrücken-St.Arnual                             ; 1,4;11
620;19  ;AS  ;Saarbrücken-St.Arnual                             ;20  ;AS  ;Saarbrücken-Unner                                 ; 1,1;11
620;20  ;AS  ;Saarbrücken-Unner                                 ;21  ;AS  ;Saarbrücken-Güdingen                              ; 0,2;11
620;21  ;AS  ;Saarbrücken-Güdingen                              ;22  ;AD  ;Saarbrücken, Dreieck                              ; 0,4;11
623;1   ;AD  ;Friedrichsthal, Dreieck                           ;2   ;AS  ;Sulzbach-Altenwald                                ; 0,5;11
623;2   ;AS  ;Sulzbach-Altenwald                                ;1   ;AD  ;Friedrichsthal, Dreieck                           ; 1,1;rr
623;2   ;AS  ;Sulzbach-Altenwald                                ;3   ;AS  ;Sulzbach                                          ; 2,2;11
623;3   ;AS  ;Sulzbach                                          ;2   ;AS  ;Sulzbach-Altenwald                                ; 2,4;rr
623;3   ;AS  ;Sulzbach                                          ;4   ;AS  ;Saarbrücken-Dudweiler                             ; 2,5;11
623;4   ;AS  ;Saarbrücken-Dudweiler                             ;3   ;AS  ;Sulzbach                                          ; 1,6;rr
623;4   ;AS  ;Saarbrücken-Dudweiler                             ;5   ;AS  ;Saarbrücken-Herrensohr                            ; 1,4;11
623;5   ;AS  ;Saarbrücken-Herrensohr                            ;-   ;AN  ;Saarbrücken-Ludwigsberg                           ; 3,2;11
643;-   ;AS  ;Wiesbaden-Dotzheim                                ;-   ;AK  ;Schiersteiner Kreuz                               ; 1,2;11
643;-   ;AK  ;Schiersteiner Kreuz                               ;-   ;AS  ;Wiesbaden-Äppelallee                              ; 1,0;11
643;-   ;AS  ;Wiesbaden-Äppelallee                              ;-   ;AS  ;Mainz-Mombach                                     ; 1,5;11
643;-   ;AS  ;Mainz-Mombach                                     ;-   ;AS  ;Mainz-Gonsenheim                                  ; 2,2;11
643;-   ;AS  ;Mainz-Gonsenheim                                  ;-   ;AD  ;Mainz, Dreieck                                    ; 1,8;11
648;1   ;AD  ;Eschborner Dreieck                                ;2   ;AS  ;Frankfurt a. Main-Rödelheim                       ; 0,9;11
648;2   ;AS  ;Frankfurt a. Main-Rödelheim                       ;3   ;AK  ;Westkreuz Frankfurt a. Main                       ; 1,8;11
648;3   ;AK  ;Westkreuz Frankfurt a. Main                       ;4   ;AS  ;Frankfurt a. Main-Rebstock                        ; 1,0;11
648;4   ;AS  ;Frankfurt a. Main-Rebstock                        ;5   ;AS  ;Opelrondell                                       ; 1,1;11
648;5   ;AS  ;Opelrondell                                       ;-   ;AN  ;Opelrondell (Übergang A 648/B 8)                  ; 0,5;11
650;3   ;AS  ;Friedelsheim                                      ;4   ;AS  ;Maxdorf                                           ; 3,9;11
650;4   ;AS  ;Maxdorf                                           ;5   ;AK  ;Ludwigshafen, Kreuz                               ; 2,1;11
650;5   ;AK  ;Ludwigshafen, Kreuz                               ;6   ;AS  ;Ruchheim                                          ; 1,1;11
650;6   ;AS  ;Ruchheim                                          ;7   ;AS  ;Oggersheimer Kreuz                                ; 2,4;11
650;7   ;AS  ;Oggersheimer Kreuz                                ;8   ;AS  ;Oggersheim-Süd                                    ; 1,3;11
650;8   ;AS  ;Oggersheim-Süd                                    ;9   ;AS  ;Ludwigshafen-Stadt                                ; 3,2;11
656;1   ;AN  ;Mannheim-Neckarau (Übergang A 656/B 37)           ;2   ;AS  ;Mannheim-Neckarau                                 ; 0,7;11
656;2   ;AS  ;Mannheim-Neckarau                                 ;3   ;AK  ;Mannheim, Kreuz                                   ; 1,7;11
656;3   ;AK  ;Mannheim, Kreuz                                   ;4   ;AS  ;Mannheim-Seckenheim                               ; 2,6;11
